"microbe","microbe_hmdad_author_svd64_000","microbe_hmdad_author_svd64_001","microbe_hmdad_author_svd64_002","microbe_hmdad_author_svd64_003","microbe_hmdad_author_svd64_004","microbe_hmdad_author_svd64_005","microbe_hmdad_author_svd64_006","microbe_hmdad_author_svd64_007","microbe_hmdad_author_svd64_008","microbe_hmdad_author_svd64_009","microbe_hmdad_author_svd64_010","microbe_hmdad_author_svd64_011","microbe_hmdad_author_svd64_012","microbe_hmdad_author_svd64_013","microbe_hmdad_author_svd64_014","microbe_hmdad_author_svd64_015","microbe_hmdad_author_svd64_016","microbe_hmdad_author_svd64_017","microbe_hmdad_author_svd64_018","microbe_hmdad_author_svd64_019","microbe_hmdad_author_svd64_020","microbe_hmdad_author_svd64_021","microbe_hmdad_author_svd64_022","microbe_hmdad_author_svd64_023","microbe_hmdad_author_svd64_024","microbe_hmdad_author_svd64_025","microbe_hmdad_author_svd64_026","microbe_hmdad_author_svd64_027","microbe_hmdad_author_svd64_028","microbe_hmdad_author_svd64_029","microbe_hmdad_author_svd64_030","microbe_hmdad_author_svd64_031","microbe_hmdad_author_svd64_032","microbe_hmdad_author_svd64_033","microbe_hmdad_author_svd64_034","microbe_hmdad_author_svd64_035","microbe_hmdad_author_svd64_036","microbe_hmdad_author_svd64_037","microbe_hmdad_author_svd64_038","microbe_hmdad_author_svd64_039","microbe_hmdad_author_svd64_040","microbe_hmdad_author_svd64_041","microbe_hmdad_author_svd64_042","microbe_hmdad_author_svd64_043","microbe_hmdad_author_svd64_044","microbe_hmdad_author_svd64_045","microbe_hmdad_author_svd64_046","microbe_hmdad_author_svd64_047","microbe_hmdad_author_svd64_048","microbe_hmdad_author_svd64_049","microbe_hmdad_author_svd64_050","microbe_hmdad_author_svd64_051","microbe_hmdad_author_svd64_052","microbe_hmdad_author_svd64_053","microbe_hmdad_author_svd64_054","microbe_hmdad_author_svd64_055","microbe_hmdad_author_svd64_056","microbe_hmdad_author_svd64_057","microbe_hmdad_author_svd64_058","microbe_hmdad_author_svd64_059","microbe_hmdad_author_svd64_060","microbe_hmdad_author_svd64_061","microbe_hmdad_author_svd64_062","microbe_hmdad_author_svd64_063"
"Bacteroidaceae bacterium Smarlab 3301643","1.9306377","-3.2026777","0.33119297","-0.09888406","-3.5915885","1.042661","-0.7340752","-0.4236904","-1.3051993","-1.5394267","-0.73013115","0.46142134","1.6599547","0.9126251","-1.9683334","-2.0183735","-0.48022947","-0.78854066","-1.690263","-1.5676508","0.18963955","-1.1424428","-5.5748115","-1.1856743","0.9349429","-6.7033153","2.0718586","-0.66976786","-2.1584697","-1.2918948","-0.4977508","-0.6553765","-1.5911111","-6.934106","2.0997748","-1.192774","0.12367106","-0.8684622","1.7877903","3.5783038","-2.2534542","-1.5375195","1.5732497","6.7389426","-3.9107754","6.869873","-3.7264473","-1.0886004","1.8250289","1.1895429","-2.0300922","-2.1867082","-1.4415344","2.2807565","0.3678256","-0.3792963","2.4777422","-3.7577982","-2.1578965","-0.6928912","2.9223354","3.3488865","-2.7271152","0.60627556"
"Bacteroidales","1.9679716","1.4567792","-0.13388617","0.10082874","1.2822127","4.1872334","-2.6743133","2.6773415","0.67075694","-1.4690292","-2.8267908","-4.8134627","-9.518659","-4.386151","4.9597187","-5.013623","-0.96599466","1.6434966","-3.047416","-0.14450912","1.7055728","-4.564785","0.69557357","-0.58058184","-0.963541","-3.8334012","0.83143055","0.63955414","0.5672705","-1.5885224","2.363547","1.0449595","-0.7010776","-1.6636982","-0.74260443","0.68468744","-0.7384111","1.9039768","2.4120057","-0.8165841","-1.3586656","1.9595631","0.95582455","2.4858787","-6.687308","-1.0309974","2.8472505","0.5886043","-5.58472","-1.1072468","1.2115924","-4.204597","0.38670355","2.8671844","0.6109399","4.569176","3.5882094","0.05151233","1.9780388","3.473273","0.28354272","-3.177713","3.7965446","-0.53603303"
"Bacteroidales Incertae Sedis","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroidales S24-7","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroidales_S24-7_group","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides","3.3226025","0.80698425","-1.4927413","-0.40806252","-2.3778312","-0.021763539","1.0077254","4.9279737","2.1917603","-0.65916586","2.7882743","-4.5924854","3.1511295","3.0486672","-0.7076775","2.99134","16.979565","4.0780582","-1.2987876","-0.39247638","2.277729","4.3496547","-4.068741","-4.195334","-1.7765435","1.0555811","-1.334735","-2.4511852","-0.15021193","0.9240919","0.26908198","0.011506695","1.3050259","-1.8441386","0.29947996","-1.3757672","0.2939965","-1.1916679","-1.6701013","-2.0477312","-1.730995","-0.651485","-1.1299003","-0.3622754","0.049710177","-1.3668896","0.57764846","-2.4438853","1.0488201","0.10806279","0.6470227","2.368869","-1.3768326","-0.05253096","-0.7803094","1.1521873","-2.256928","-2.3225565","0.16919297","-1.0630748","1.1167825","2.8081534","2.371616","-1.3077892"
"Bacteroides acidifaciens","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides barnesiae","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides caccae","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides capillosus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides cellulosilyticus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides clarus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides coprocola","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides coprophilus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides dorei","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides eggerthii","1.5280068","2.5832963","7.879579","-3.8858218","-0.7734061","-0.95617","0.0070413556","0.59514886","1.4121288","1.8933582","4.8024993","1.3820045","-2.4230988","-0.70740515","-2.1281066","-2.5973768","2.5801919","0.6592984","-2.7208068","1.8155152","0.26918313","3.5979822","1.3097323","2.2576237","0.889523","-2.8507874","0.8446096","0.061592974","-0.37746736","-0.61604947","1.5186836","-0.89134437","0.45793074","1.4132653","-0.2632891","-1.2170635","0.096660964","2.928781","-0.34836408","1.3003948","-1.4542025","3.1801586","0.9165848","1.1709259","2.2501652","-1.713428","-5.7549386","2.5396352","3.2115126","4.900907","-3.5261588","-1.8671461","1.4886327","-4.2064505","1.0607309","1.7031069","2.723634","-1.6284941","5.5792193","-3.3520627","4.555901","-2.23234","-1.2357215","-2.5155847"
"Bacteroides faecis","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides finegoldii","1.5296234","2.585065","7.950248","-3.8827834","-0.54495096","-1.2361652","0.052117202","0.6560948","0.3720706","2.26284","6.744969","1.7650125","-1.374075","-2.1795826","0.056525633","-2.6965935","1.3560457","-0.67767173","1.4219565","0.99948937","1.2605252","-3.6112516","2.8970826","2.2401483","0.64901346","-2.2813048","0.5669854","-1.7393509","-0.7398744","0.55556476","0.39300764","-2.4464376","3.6417167","0.1856678","-1.4068747","3.5113723","-0.22340883","-2.6518207","0.69301385","-2.111345","0.13989873","2.8093624","0.020747596","-0.015715824","-4.148077","3.2999446","-1.4193991","-0.8326374","-1.7473552","-0.20791075","0.019568102","1.3895949","-2.7281604","-1.3488086","-4.072793","1.4645122","2.232099","2.6193547","-0.5903554","0.0697752","-2.126379","2.6905723","-0.17246632","4.7936907"
"Bacteroides fluxus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides forsythus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides fragilis","1.8348688","-2.4331193","0.4354539","-0.22033295","3.6204257","-1.8673757","-0.5522075","0.854043","-1.9796264","-0.75782377","0.5278087","-1.71556","-1.6677855","1.5439587","-0.96067595","-1.4127706","-3.1519237","-1.2011755","-1.8133118","-0.6550826","5.102496","-3.9518042","-0.15983763","4.3334646","-1.2743529","-1.0238758","2.549772","-5.1730313","-2.973672","-5.443502","-0.61683077","-1.0781457","1.7054275","1.5240642","-1.2597367","1.0243522","0.23694424","5.6335363","-7.9633303","-1.695588","-1.1552277","-3.3125868","-1.0937445","-0.87986076","1.5682821","2.453374","0.037985817","-1.2265301","1.668069","1.6089239","-0.25800696","2.7254956","-4.957024","3.4702082","0.69067067","3.7860055","-0.69927394","-0.3193733","-6.1757197","0.97968495","0.13967355","1.6397145","-3.957952","-2.2297225"
"Bacteroides fragilis group","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides intestinalis","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides massiliensis","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides nordii","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Bacteroides ovatus","1.735402","-1.7021636","0.28162542","-0.2725035","-3.3042336","2.149517","-1.3156879","1.1255792","0.33827192","0.40161863","-1.1214951","-1.0565866","-3.3377702","-1.7525097","-0.56649107","2.3027658","-2.6149492","-0.61375725","-0.40506038","3.611961","6.306387","-5.073212","4.607584","0.23332582","-4.8131366","-0.7180446","-1.8836242","-1.0637908","-2.813496","4.202815","4.0494766","-2.9673042","-3.4591298","0.32242602","-1.8532819","6.6767178","-3.1261191","-3.3742142","-2.955025","-3.4018388","0.80036575","-0.6623191","-0.69212747","4.899013","-3.5160294","-3.9491315","-2.6996462","4.140045","1.062314","2.9909804","2.3044622","-3.9954424","-1.4404181","0.8726737","3.4884553","-3.050924","-3.1506872","-2.7417374","0.30332172","-1.8387519","2.5469189","5.3311973","2.1738539","3.3583577"
"Bacteroides pectinophilus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
