"microbe","microbe_peryton_author_svd64_000","microbe_peryton_author_svd64_001","microbe_peryton_author_svd64_002","microbe_peryton_author_svd64_003","microbe_peryton_author_svd64_004","microbe_peryton_author_svd64_005","microbe_peryton_author_svd64_006","microbe_peryton_author_svd64_007","microbe_peryton_author_svd64_008","microbe_peryton_author_svd64_009","microbe_peryton_author_svd64_010","microbe_peryton_author_svd64_011","microbe_peryton_author_svd64_012","microbe_peryton_author_svd64_013","microbe_peryton_author_svd64_014","microbe_peryton_author_svd64_015","microbe_peryton_author_svd64_016","microbe_peryton_author_svd64_017","microbe_peryton_author_svd64_018","microbe_peryton_author_svd64_019","microbe_peryton_author_svd64_020","microbe_peryton_author_svd64_021","microbe_peryton_author_svd64_022","microbe_peryton_author_svd64_023","microbe_peryton_author_svd64_024","microbe_peryton_author_svd64_025","microbe_peryton_author_svd64_026","microbe_peryton_author_svd64_027","microbe_peryton_author_svd64_028","microbe_peryton_author_svd64_029","microbe_peryton_author_svd64_030","microbe_peryton_author_svd64_031","microbe_peryton_author_svd64_032","microbe_peryton_author_svd64_033","microbe_peryton_author_svd64_034","microbe_peryton_author_svd64_035","microbe_peryton_author_svd64_036","microbe_peryton_author_svd64_037","microbe_peryton_author_svd64_038","microbe_peryton_author_svd64_039","microbe_peryton_author_svd64_040","microbe_peryton_author_svd64_041","microbe_peryton_author_svd64_042","microbe_peryton_author_svd64_043","microbe_peryton_author_svd64_044","microbe_peryton_author_svd64_045","microbe_peryton_author_svd64_046","microbe_peryton_author_svd64_047","microbe_peryton_author_svd64_048","microbe_peryton_author_svd64_049","microbe_peryton_author_svd64_050","microbe_peryton_author_svd64_051","microbe_peryton_author_svd64_052","microbe_peryton_author_svd64_053","microbe_peryton_author_svd64_054","microbe_peryton_author_svd64_055","microbe_peryton_author_svd64_056","microbe_peryton_author_svd64_057","microbe_peryton_author_svd64_058","microbe_peryton_author_svd64_059","microbe_peryton_author_svd64_060","microbe_peryton_author_svd64_061","microbe_peryton_author_svd64_062","microbe_peryton_author_svd64_063"
"Bacteroidales_S24-7_group","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides","-0.6379893","0.00545614","-0.0009043058","-0.034628574","-0.062264096","-0.03335606","0.00251995","0.043215636","-0.033380795","-0.026577102","-0.029392155","0.06840701","-0.058413766","0.042755216","-0.039206617","0.0016540275","-0.015102392","0.008045168","-0.03586383","0.08441077","0.05665621","0.006938741","0.0058819726","-0.07586122","0.08438519","-0.018764406","0.009892011","0.019239897","0.08592258","0.019963622","0.08260612","-0.15734535","0.024805803","0.08851092","0.008256041","0.012643886","-0.00036210803","-0.06374168","0.027997598","-0.04363472","0.10490252","0.14471689","0.028448759","-0.0352328","0.13518523","0.2197577","-0.17392498","0.2079404","0.11396039","-0.035251915","-0.058620732","0.07551186","0.0018873148","0.29878455","0.2772705","-0.13166346","-0.38346204","-0.33462408","0.113328055","0.31288582","0.3068048","-0.21348207","0.19015704","-0.6002645"
"Bacteroides acidifaciens","1.3552828","1.6040456","-2.326216","-0.2577837","-0.9012261","-0.13977061","1.6312718","-1.0724183","-0.14997165","0.2795419","0.07024017","-0.44199175","0.13427132","-0.39990902","0.12699915","1.1568835","-1.3988726","1.5955516","4.6562023","9.212216","0.37032065","0.13178855","-0.31099337","0.5346713","0.6632247","-0.39594448","-0.0006492593","0.090131804","0.39166665","0.48167613","-0.9509283","-0.075265124","-0.29499155","0.1165337","-0.387688","-0.470363","1.2336417","0.07958107","-0.72898275","-2.4096482","0.45205513","0.1518025","-0.03257837","1.6504534","-3.6748815","3.168287","0.8961635","-0.29632452","-0.8486262","-1.1368275","0.47402504","-0.3799849","-1.788983","-1.4499665","-1.185661","1.5619265","-0.41426542","-1.4548757","0.61363554","2.6668062","1.8496307","-0.89358735","-1.3337587","-0.97062474"
"Bacteroides barnesiae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides caccae","-0.008655758","-0.21604832","-1.4245994","0.02387046","1.4343208","2.096682","0.011569869","-0.3260804","-0.32274657","0.018854653","0.21369167","0.0992125","1.9094204","0.018165898","-0.5065714","1.1764722","2.2214103","3.062011","-0.7832721","-0.42112944","1.0576319","0.089280896","-0.90674114","1.4021587","-0.23176485","-0.40211898","1.2799349","-1.1566409","0.36192393","-2.4602659","4.711604","1.3873471","-4.0193615","0.638246","-0.6444242","-2.3208249","-1.6098942","0.0671576","2.6020498","0.44680834","3.9694848","3.6875758","-3.5607443","-3.754403","-0.91782814","1.1276653","0.9002984","-1.7717849","2.796603","-1.0143538","4.9784036","-3.2993293","-5.644885","-0.2805011","5.3023076","0.36044183","-3.674209","2.6539414","1.9321961","1.9812307","-1.4102483","-3.2429523","-2.993662","0.5567855"
"Bacteroides capillosus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides cellulosilyticus","2.1122503","2.1841342","-3.28382","-0.27799594","-1.1679417","-0.14053887","2.413158","-1.2370946","-0.48627195","0.11029925","0.83281946","0.11343627","-2.2353966","0.58576196","0.7823917","1.3205237","-0.12423534","-0.0062829624","0.48472816","0.5183956","-0.11987586","0.30964193","0.67585355","-0.4470535","0.5671485","-0.023035763","-0.6177397","-0.22331655","0.18497558","-0.18576077","-0.75201565","0.27011856","-0.861304","-0.8500747","-0.9583866","0.15094037","-0.82006246","0.560107","-0.52085435","-0.8369091","-0.6405594","0.19751218","0.19828361","0.40042073","-0.26424214","-0.6499176","0.09233844","-0.007689414","-0.10415073","0.3351113","0.15248948","0.24198677","0.06838035","-0.6870738","-0.11952872","0.0742572","-0.47683647","-0.15841745","-0.15260258","0.2237748","0.048001435","0.22645259","0.02543065","-0.17959398"
"Bacteroides clarus","1.9069314","-1.3551545","4.00111","-0.19124489","1.9657217","0.13583107","2.8236434","-2.4675415","-0.6579646","0.056314636","1.0287585","0.13537246","-1.0347773","0.35551938","0.28683648","1.4697491","0.2243215","-0.5399365","0.58221704","-0.021930357","-1.1739913","-0.08714341","1.0862892","0.068783045","0.49240264","0.433803","0.4384571","0.17974159","0.12740195","0.23502378","0.5919787","-1.0769923","0.31019753","0.4964595","0.23761618","0.21082236","0.48487929","-0.5557574","0.45906633","0.48209783","0.73194283","-0.37532407","-0.04583879","-0.1003255","-0.19502021","0.021929909","-0.21024075","-0.85649306","0.061960448","-0.86582893","0.4625166","-0.87944114","0.2658795","-0.033420224","0.02505509","-0.23332888","-0.078362405","-0.2078127","-0.05597555","0.0772411","0.0046078786","-0.09961991","-0.009684161","0.066337414"
"Bacteroides coprocola","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides coprophilus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides dorei","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides eggerthii","0.8111511","3.037684","-0.6875079","-0.21969981","-1.0113673","-0.14873561","-2.0205383","-2.1740446","0.9267198","4.740875","3.3944688","0.37609717","-2.1975381","0.8886169","0.5584741","-3.0578814","-1.1031891","0.17858736","0.4119764","0.05281606","-0.75802654","-0.94475967","-0.061852645","-0.01196595","1.2221115","0.021660065","0.18803193","0.33072153","2.0158277","-2.469739","0.77801275","-0.018696181","3.9680245","1.4292341","1.2735981","-0.2768701","0.9684343","-0.65280575","1.6899601","1.4090078","-1.1616404","0.03044478","-1.6919744","-2.257851","1.9390397","1.7396255","-1.3332493","-3.871629","-3.74909","2.8555858","0.46588847","-2.7695632","-0.9440187","0.68302935","-0.14096431","1.4855375","-2.2082198","1.0527798","1.3993745","0.62215924","1.330449","-0.051763486","-1.0172385","1.2515296"
"Bacteroides faecis","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides finegoldii","1.1499207","2.4999545","1.6824597","-0.16189088","-0.49283102","-0.10144233","-3.135207","-0.6279356","-0.2610163","-0.46382433","0.6650785","-0.7461061","0.8263846","0.3594644","-0.49408603","0.7248385","0.16738896","-0.004113669","-0.19553371","-0.7143459","0.25134358","0.46486595","0.5006811","0.44123328","0.51776063","-0.780257","0.13198316","-0.3424916","-0.27224842","0.03252065","-0.4254605","0.19314596","-0.98555124","-0.45438448","-1.086295","-0.30609223","-0.6020164","0.32645163","0.15457189","-0.16435461","0.95758265","-0.14384796","-0.21488503","-0.5297262","-0.98926735","-0.89347446","0.42082146","-0.8693634","-0.5775907","-0.9878616","0.5857695","-0.61362505","0.4805994","-0.12527047","0.15720151","-0.356347","-0.8098165","1.4612036","0.6975336","0.63165754","-0.059592545","-0.1761758","-1.2651308","-0.31451082"
"Bacteroides fluxus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides forsythus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides fragilis","-0.23336945","-0.78076416","0.41058517","-0.7827026","-0.57038176","1.2978866","0.7927267","-1.3328727","-0.3949409","0.15131623","0.26037276","0.1824604","1.299473","-0.7194829","-0.38258597","-2.620692","1.0322493","2.7748387","-0.5423651","-0.6165283","-0.5933411","-0.1081375","0.3368036","0.294085","-1.5731865","1.1168833","0.4886992","-0.8615006","-0.08058263","2.7156835","-6.2215366","2.3446753","1.9143647","-2.042785","1.7611418","1.397372","-4.2085867","-2.0662584","1.6311643","-3.7973907","-0.06623467","3.4184613","-1.5292355","-2.0844054","-2.2479682","1.173008","-0.54105484","-2.22079","-6.469623","0.37327087","-4.318014","0.40519556","0.3800442","-1.2603143","-1.8670378","0.6079494","2.8444495","1.8142048","-4.599193","-0.39975694","-4.9232206","-1.3429922","-6.612014","1.8546914"
"Bacteroides fragilis group","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides intestinalis","1.1905626","2.5705013","1.6622825","-0.049901552","-0.5365252","5.28719","-3.035768","-0.45860907","-0.38739428","-0.5482623","0.12587175","-0.571522","0.8315896","0.8671256","-0.62829053","1.0293278","-0.13044769","1.1917487","-0.96864736","-0.9957902","-1.3128414","-2.2915688","-3.2570024","1.6809214","-0.75543076","-2.0115108","0.5716143","-1.1276565","0.22079441","1.424687","-0.5445963","-1.5042006","0.7761181","-1.0023685","-0.54329365","-1.9052603","2.9143274","0.44196254","-3.8594074","0.9283711","-2.4349267","-3.6024644","4.364131","2.2508588","-0.017336823","-1.8091521","-0.58682716","-0.18855688","-1.194607","-0.42025945","-1.7235591","-0.10910448","0.20095655","-2.448379","0.70916784","-0.46845287","1.1847831","0.048188537","0.22793192","-0.89034665","-0.14271557","-0.47218892","-0.97611386","-0.0027169106"
"Bacteroides massiliensis","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides nordii","1.8681169","0.19768475","0.4960345","-0.24730748","-0.33424032","-0.117617026","0.3602891","1.430162","0.1297131","0.30768284","-1.0499629","0.023587933","-0.5800413","0.63148797","0.06845076","1.1104594","-1.4219549","0.2851337","-0.18075037","0.11327988","-0.83896863","0.8204724","4.07057","-6.067947","-7.9463897","-9.470518","4.731812","2.0736573","0.99339956","-1.0208501","0.29187575","0.07026511","0.260014","0.309166","-0.46083537","0.5115023","0.026661538","-0.47067627","0.5894116","-0.42645553","0.39286062","0.15397964","-0.69271547","-0.44883513","-0.25726822","-0.34891257","-0.49986988","-0.576979","0.57340294","-0.2734761","0.5108325","-1.0824221","0.9916386","0.26891842","-0.3383772","0.64830416","0.21781221","1.6329147","-0.7719724","-1.0386146","-1.5153395","0.40649673","0.22629453","-1.0469441"
"Bacteroides ovatus","0.3350914","-0.6143047","1.7553669","0.11856394","-1.0852718","2.983381","2.7937295","-2.3424847","-0.32095605","0.378746","0.3787832","0.21166722","3.4295638","-0.31611434","-1.1186048","-1.8807125","1.4949083","5.1974435","-1.6822305","-1.6549064","-0.06500371","-0.37123722","0.065627925","0.1600646","-0.5503238","-0.73917425","-0.63206387","-0.17478114","3.6778936","4.7496796","-6.89743","0.9581136","2.4313285","-1.1332513","1.7995977","0.0073636295","-3.8759384","-2.5595496","2.5816736","-4.9111714","-0.9561452","-0.86323774","-0.25493532","-0.1789519","-0.3785391","1.3054342","-1.695976","-0.76978356","-3.5896928","2.5947716","-2.7023516","1.1457196","1.5997102","-2.5479174","-1.0296721","0.19286907","2.8037593","0.3203206","-1.5868546","-0.82569367","-2.840305","-0.3088587","-0.99382234","-2.7321904"
"Bacteroides pectinophilus","1.4550898","2.0645998","-3.4403498","-0.30465353","5.017111","-0.043877415","1.4190865","-0.9613333","-0.03347562","0.3879579","0.24044718","0.5000383","3.4858189","-0.8946999","-1.7786851","-1.0925305","-0.6084708","-0.17896405","-0.39948687","-0.99941194","-0.4991374","0.48155138","1.1234988","-0.90835863","-0.15262775","0.21764584","-0.46884608","-0.39590782","-0.45688248","-0.36473274","0.15903726","-0.8292405","0.020052666","0.30457622","-1.0884106","0.117699556","0.2499825","0.76347685","-0.25637498","-0.17836164","-0.040797167","-0.118371785","-0.4011955","0.5983739","-0.06638043","0.3751682","0.16183044","0.2903414","-0.12099788","-0.20695415","0.48013917","-0.4596401","1.1241324","0.08425153","-1.2544607","-0.32356092","-0.013971901","0.59373224","0.50262684","0.26713058","-0.014075052","-0.020290472","-0.32364035","-0.41972438"
"Bacteroides plebeius","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides plebeus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides salyersiae","1.9106766","0.28263697","0.46812972","-0.06398196","-0.36754036","7.6599813","0.40386498","1.5227292","-0.095178425","0.046423323","-1.7270949","0.20325316","-0.021934925","0.93698007","-0.24244732","1.1102203","-1.5853174","1.8966019","-1.4093922","-0.548157","-1.7019618","-2.7881958","-3.4999955","0.9481265","-0.80913824","-1.0705148","0.43520623","-0.85695076","0.85012865","1.9471694","-0.8833361","-1.430636","0.7723717","-0.10644139","-0.052632246","0.18027115","0.8411338","-0.0048286226","-1.2148948","0.4082629","-0.04184771","-0.34758762","0.7529872","0.57141685","0.05536197","-0.676002","0.057029627","0.0013035444","-0.35812214","-0.10146792","0.22678256","-0.50037986","0.18747737","0.2375095","-0.6249687","0.10097606","-1.0213199","0.83122385","-0.18720968","-0.16018301","0.16669053","0.6942054","0.7201451","0.6058969"
"Bacteroides sartorii","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Bacteroides sp","0.09474256","1.5744395","-0.39532894","-0.100411125","-0.5413345","-0.07230912","-0.8583078","-1.3693942","-0.4398825","-0.19479561","1.1868","0.04972451","-1.4002243","0.49058962","0.23672488","-2.009825","-1.135986","0.25690463","0.19002773","0.0040229224","-0.68097806","-0.32649854","0.87442374","-0.7097871","1.0752448","0.20600305","0.6213069","0.44808835","0.20479916","5.5022154","4.832316","3.2441683","3.3172677","0.15958609","0.27893838","-0.977145","0.38859424","-0.04329383","0.5720714","0.8777032","0.9973212","0.44610515","-0.73872566","-0.5813926","1.2210927","0.96707267","-1.4599537","0.2537823","0.744462","-0.24583547","-2.9093058","0.60036904","-1.6340972","1.2298588","1.2470899","-0.41485047","0.32122982","-1.6756117","-1.0389452","-1.1179467","1.124323","-1.7030098","1.2772644","-1.1260352"
"Bacteroides sp.","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
